settlementdate,VRE_Total,VRE_MA30,VRE_EWM30,VRE_MA30_TWh,VRE_EWM30_TWh
2023-01-01,9116.981309506944,,3550.243384119425,,31.100132044886166
2023-01-02,9408.264400121529,,3923.633880734667,,34.371032795235685
2023-01-03,9626.390276798611,,4266.546519017211,,37.374947506590765
2023-01-04,9963.388601552084,,4637.1255335543165,,40.62121967393581
2023-01-05,8115.552464715278,,4920.247861509168,,43.10137126682031
2023-01-06,9970.083848263888,,5184.759634468555,,45.41849439794455
2023-01-07,9566.33951728125,,5486.883357432402,,48.065098211107845
2023-01-08,9215.341596055556,,5738.24378990115,,50.26701559953408
2023-01-09,9909.16739253125,,5966.195794653057,,52.26387516116079
2023-01-10,9903.922707801388,,6230.1953990504035,,54.57651169568154
2023-01-11,8333.264203100694,,6421.273363468098,,56.250354663980545
2023-01-12,7941.889632402777,,6514.459171031572,,57.06666233823657
2023-01-13,8378.377687836806,,6628.964694791717,,58.06973072637544
2023-01-14,8767.6809729375,,6755.105599387441,,59.17472505063398
2023-01-15,9608.605298878472,,6920.836681630411,,60.626529331082395
2023-01-16,7557.135621414931,,7030.087989016672,,61.58357078378604
2023-01-17,9680.251393502083,,7141.093590664964,,62.555979854225086
2023-01-18,8794.004206575695,,7251.272259996367,,63.52114499756818
2023-01-19,9898.71441659375,,7394.5549578167,,64.7763014304743
2023-01-20,9111.482867631943,,7534.69564870643,,66.00393388266833
2023-01-21,9470.79176121875,,7638.5874250525985,,66.91402584346076
2023-01-22,8424.379093260417,,7736.551527956621,,67.7721913849
2023-01-23,8505.709508403472,,7780.866588736643,,68.160391317333
2023-01-24,7714.580097409722,,7798.673330608599,,68.31637837613134
2023-01-25,9462.375032423612,,7836.190087015316,,68.64502516225417
2023-01-26,9285.3487558125,,7949.777104017415,,69.64004743119256
2023-01-27,8022.591397638195,,7992.155116963854,,70.01127882460337
2023-01-28,8725.16908748889,,8050.858245631059,,70.52551823172809
2023-01-29,6160.413808402777,,7981.9490423057005,,69.92187361059794
2023-01-30,7122.897959468751,8858.703163900984,7888.521366578657,77.60223971577263,69.10344717122904
2023-01-31,7688.079028072916,8830.11564199664,7854.834976878465,77.35181302389056,68.80835439745535
2023-02-01,8256.204291988195,8789.617007248768,7872.4071061891345,76.99704498349921,68.96228625021682
2023-02-02,9587.477947844445,8770.642341280063,7924.1865691457815,76.83082690961335,69.41587434571704
2023-02-03,10643.366598839582,8789.826139730594,8096.357270697771,76.99887698404001,70.92408969131247
2023-02-04,8665.060383392361,8803.99017135067,8183.932669432589,77.12295390103186,71.69125018422949
2023-02-05,8237.396135622917,8780.386680653393,8191.341623269851,76.91618732252373,71.7561526198439
2023-02-06,9227.66126370243,8740.703513145398,8223.285076153172,76.56856277515368,72.0359772671018
2023-02-07,9386.74580772118,8739.289770574722,8295.448326461254,76.55617839023456,72.66812733980059
2023-02-08,9639.976556633334,8753.476268528952,8385.609187421955,76.6804521123136,73.45793648181632
2023-02-09,7187.577830830555,8699.649703271518,8388.549161675695,76.2089314006585,73.4836906562791
2023-02-10,9135.952435186806,8652.423318870797,8350.726146421195,75.79522827330818,73.15236104264967
2023-02-11,10547.168020333333,8718.471711085884,8447.951923536451,76.37381218911234,74.00405885017932
2023-02-12,10089.896950052083,8794.869674342053,8585.213322690599,77.0430583472364,75.20646870676966
2023-02-13,9673.971318607639,8834.812116038154,8662.216150443846,77.39295413649425,75.88101347788809
2023-02-14,8445.5067899375,8834.519143900003,8703.443211560094,77.39038770056402,76.24216253326644
2023-02-15,8452.773832666668,8828.060926842587,8686.214196056642,77.33381371914106,76.0912363574562
2023-02-16,9350.844599923612,8831.941758891555,8697.26415771372,77.36780980789001,76.1880340215722
2023-02-17,10062.378232243056,8860.352521224531,8762.840434897575,77.6166880859269,76.76248220970275
2023-02-18,8635.665179322916,8850.768410160857,8789.096904767392,77.5327312730091,76.99248888576236
2023-02-19,8416.504005715278,8815.661124384622,8771.606141954584,77.2251914496093,76.83926980352216
2023-02-20,8071.308021885417,8783.550179113867,8733.104808021344,76.94389956903747,76.50199811826697
2023-02-21,9836.158294090277,8776.029500817314,8747.024415854201,76.87801842715966,76.62393388288281
2023-02-22,9400.463063100695,8827.365727279228,8825.009940885893,77.32772377096605,77.30708708216044
2023-02-23,9799.884003520832,8879.71026037436,8877.331808358525,77.78626188087941,77.76542664122069
2023-02-24,10977.83291032986,8944.21066908732,8969.789387326879,78.35128546120494,78.57535503298345
2023-02-25,8548.448768815973,8953.229267191562,9026.92403466707,78.4302883805981,79.07585454368355
2023-02-26,9034.655699322222,8951.935960056535,8998.334731207282,78.41895901009524,78.8254122453758
2023-02-27,8326.882373159722,8943.356724725652,8974.87186806754,78.34380490859671,78.61987756427165
2023-02-28,7814.869493451389,8976.374016076501,8911.099863465872,78.63303638083015,78.06123480396104
2023-03-01,9242.722095409723,9045.01125094899,8890.770169616288,79.23429855831314,77.88314668583868
2023-03-02,7600.187898857639,9076.752560656794,8852.731332191881,79.51235243135352,77.54992647000088
2023-03-03,9201.520047076388,9091.52879863408,8834.93685391421,79.64179227603455,77.39404684028848
2023-03-04,7950.407649815973,9089.546006751409,8820.005569031671,79.62442301914234,77.26324878471745
2023-03-05,9464.024296048612,9016.396012541229,8793.071393547712,78.98362906986117,77.02730540747797
2023-03-06,10932.938448163195,9047.401234440504,8897.030481337695,79.25523481369882,77.93798701651822
2023-03-07,10822.319244534721,9136.087973336189,9029.944101525782,80.03213064642502,79.10231032936585
2023-03-08,8515.005366009027,9172.198083344056,9076.300229413708,80.34845521009395,79.50839000966408
2023-03-09,7015.074320850694,9117.815843165537,8987.765864678144,79.8720667861301,78.73282897458053
2023-03-10,6404.815365416667,9015.765178907492,8835.546545646615,78.97810296722963,77.39938773986435
2023-03-11,6428.9380576875,8948.505650351995,8680.334832763341,78.38890949708347,76.03973313500687
2023-03-12,6779.387466430556,8904.974072607803,8538.52936502776,78.00757287604436,74.79751723764318
2023-03-13,7339.85781745625,8819.979985816948,8458.874397997834,77.26302467575648,74.09973972646102
2023-03-14,7301.111342909721,8711.732639513693,8386.378683194442,76.31477792213997,73.4646772647833
2023-03-15,7009.234162697917,8617.168030167591,8293.443464053633,75.4863919442681,72.65056474510982
2023-03-16,10194.435195319444,8593.14609393209,8313.83246187153,75.2759597828451,72.82917236599461
2023-03-17,8246.008348097223,8624.364408383028,8381.205632967856,75.54943221743532,73.41936134479842
2023-03-18,10004.521539246527,8641.185603956963,8444.767242934473,75.696785890663,73.97616104810598
2023-03-19,8291.65259482639,8606.615655901374,8458.627152592171,75.39395314569603,74.09757385670741
2023-03-20,9625.128080024306,8607.79809502921,8507.799897122133,75.40431131245587,74.52832709878989
2023-03-21,6713.197506708333,8605.741604906892,8503.332546894782,75.38629645898438,74.4891931107983
2023-03-22,5609.407645496528,8525.269758313945,8326.303737656786,74.68136308283016,72.93842074187344
2023-03-23,6410.570996299306,8429.376315048567,8180.730058572525,73.84133651982545,71.66319531309533
2023-03-24,7605.586317437847,8328.454466261415,8100.736135870051,72.95726112445,70.96244855022165
2023-03-25,7763.1189896527785,8268.642558082856,8083.77163038786,72.43330880880582,70.81383948219765
2023-03-26,6050.295750030903,8159.374236356932,8014.739678444125,71.47611831048673,70.20911958317053
2023-03-27,4940.123211182291,8012.299033724233,7849.507600123565,70.18773953542427,68.76168657708243
2023-03-28,4815.755104138889,7883.249167979434,7646.800543768085,69.05726271149985,66.98597276340844
2023-03-29,6408.3960387277775,7779.699911795779,7511.030826026788,68.15017122733103,65.79663003599468
2023-03-30,7388.773694336806,7745.093227339367,7475.48992059584,67.84701667149285,65.48529170441957
2023-03-31,7706.5944658416665,7712.291102496901,7483.799427381808,67.55967005787285,65.55808298386464
2023-04-01,5871.251670322917,7661.637753140363,7438.407014235477,67.11594671750959,65.16044544470277
2023-04-02,6686.209026381945,7586.193483050197,7365.568900692821,66.45505491151972,64.52238357006912
2023-04-03,6787.8147908229175,7527.199966182084,7331.750609150978,65.93827170375505,64.22613533616256
2023-04-04,6324.362263958334,7461.791773291749,7273.503542306421,65.36529593403573,63.71589103060425
2023-04-05,6848.6903946770835,7334.89619272753,7229.695748568079,64.25369064829317,63.33213475745637
2023-04-06,6840.489588711806,7194.183191611816,7197.857083891621,63.021044758519515,63.0532280548906
2023-04-07,6530.9512626527785,7087.319303183645,7156.208083127778,62.08491709588873,62.68838280819934
2023-04-08,9754.158048677084,7108.259716907839,7233.9380386697185,62.268355120112666,63.36929721874674
2023-04-09,8870.853725399305,7207.534632956483,7386.818535388605,63.1380033846988,64.70853037000418
2023-04-10,7478.773712329861,7259.831013061711,7425.81289263225,63.596119674420585,65.05012093945851
2023-04-11,7550.127490567361,7287.163756687857,7417.716110575347,63.83555450858564,64.97919312864003
2023-04-12,8044.923967760416,7319.113863388713,7472.04128557651,64.11543744328513,65.45508166165023
2023-04-13,6669.828465406251,7306.176102834218,7437.608896033984,64.00210266082776,65.15345392925771
2023-04-14,8372.119701719444,7322.307983326587,7437.720859360256,64.14341793394091,65.15443472799585
2023-04-15,7926.104521114584,7327.295520658011,7521.432880200054,64.18710876096418,65.88775203055248
2023-04-16,7464.600255857639,7262.881810877171,7516.006750179266,63.62284466328402,65.84021913157038
2023-04-17,6269.542947600694,7177.505817207545,7469.0381728970715,62.874950958738104,65.42877439457835
2023-04-18,7301.349194495138,7115.237577626092,7426.539069171208,62.32948118000457,65.05648224593979
2023-04-19,7014.915120282986,7047.191416852284,7410.086877008652,61.733396811626015,64.91236104259579
2023-04-20,6144.856589201389,6984.315825789312,7355.621475159398,61.18260663391437,64.43524412239633
2023-04-21,6154.591632680555,6996.902748402546,7277.349629144818,61.29286807600631,63.749582751308616
2023-04-22,6175.435828259723,6999.2000137599825,7203.456789296856,61.31299212053745,63.10228147424047
2023-04-23,6648.690872340278,6978.939878550508,7146.916474465,61.13551333610246,62.6069883163134
2023-04-24,7067.341892121527,6954.532180825109,7144.459843199002,60.92170190402796,62.58546822642325
2023-04-25,6704.514175456945,6950.910067367461,7129.531251518877,60.889972190138955,62.45469376330536
2023-04-26,8623.655239365971,7012.63755271784,7141.912797166784,61.43070496180828,62.56315610318103
2023-04-27,8020.222097676389,7146.201810083243,7243.056504181396,62.60072785632921,63.449174976629024
2023-04-28,7565.598382850694,7225.031023510081,7285.187623330338,63.2912717659483,63.81824358037377
